species,body_mass_kg,trophic_guild,probability_extinction
Dasyprocta leporina,3,herbivore,0.23
Herpestes naso,3,carnivore,0.22
Zaglossus attenboroughi,3,insectivore,0.72
Cebus kaapori,3,herbivore,0.71
Lepus corsicanus,3,herbivore,0.53
Lepus flavigularis,3,herbivore,0.75
Sylvilagus insonus,3,herbivore,0.44
Coendou nycthemera,3,herbivore,0.38
Dorcopsulus macleayi,3,herbivore,0.24
Dendrohyrax arboreus,3,herbivore,0.24
Herpestes ichneumon,3,carnivore,0.21
Dasyprocta azarae,3,herbivore,0.42
Neotragus batesi,3,herbivore,0.25
Chiropotes satanas,3,herbivore,0.76
Procyon pygmaeus,3,omnivore,0.91
Vulpes chama,3,carnivore,0.26
Procavia capensis,3,herbivore,0.20
Dendrohyrax validus,3,herbivore,0.36
Chiropotes utahickae,3,herbivore,0.55
Chiropotes chiropotes,3,herbivore,0.19
Moschiola meminna,3,herbivore,0.24
Viverricula indica,3,carnivore,0.25
Chiropotes albinasus,3,herbivore,0.56
Dasyprocta prymnolopha,3,herbivore,0.25
Atherurus africanus,3,herbivore,0.24
Pardofelis marmorata,3,carnivore,0.38
Trichosurus cunninghami,3,herbivore,0.22
Lepus castroviejoi,3,herbivore,0.54
Lagorchestes conspicillatus,3,herbivore,0.26
Aepyprymnus rufescens,3,herbivore,0.26
Pithecia albicans,3,herbivore,0.18
Vulpes pallida,3,carnivore,0.26
Paradoxurus zeylonensis,3,omnivore,0.20
Pedetes capensis,3,herbivore,0.23
Lepus starcki,3,herbivore,0.26
Felis margarita,3,carnivore,0.24
Macaca ochreata,3,herbivore,0.40
Genetta victoriae,3,carnivore,0.19
Petaurista nobilis,3,herbivore,0.35
Thryonomys gregorianus,3,herbivore,0.25
Lagidium wolffsohni,3,herbivore,0.41
Dasyprocta kalinowskii,3,herbivore,0.42
Dasyprocta guamara,3,herbivore,0.37
Trichosurus vulpecula,3,herbivore,0.24
Lemur catta,3,herbivore,0.55
Lepus townsendii,3,herbivore,0.27
Vulpes corsac,3,carnivore,0.22
Daubentonia madagascariensis,3,herbivore,0.59
Phalanger gymnotis,3,herbivore,0.24
Lepus saxatilis,3,herbivore,0.26
Dasyprocta ruatanica,3,herbivore,0.71
Lepus brachyurus,3,herbivore,0.25
Vulpes bengalensis,3,carnivore,0.26
Poelagus marjorita,3,herbivore,0.25
Eupetaurus cinereus,3,herbivore,0.68
Lepus callotis,3,herbivore,0.54
Madoqua piacentinii,3,herbivore,0.43
Bdeogale jacksoni,3,carnivore,0.40
Mydaus javanensis,3,insectivore,0.25
Rhizomys sumatrensis,3,herbivore,0.25
Bdeogale nigripes,3,insectivore,0.24
Mydaus marchei,3,insectivore,0.21
Martes flavigula,3,carnivore,0.20
Caprolagus hispidus,2,herbivore,0.72
Sylvilagus cunicularius,2,herbivore,0.26
Lepus oiostolus,2,herbivore,0.25
Heterohyrax brucei,2,herbivore,0.23
Rhizomys pruinosus,2,herbivore,0.25
Potos flavus,2,herbivore,0.19
Lepus californicus,2,herbivore,0.26
Eulemur fulvus,2,herbivore,0.28
Mephitis mephitis,2,omnivore,0.24
Eulemur rufus,2,herbivore,0.40
Eulemur sanfordi,2,herbivore,0.56
Herpestes vitticollis,2,carnivore,0.26
Pronolagus randensis,2,herbivore,0.26
Pithecia aequatorialis,2,herbivore,0.18
Eulemur collaris,2,herbivore,0.56
Lepus granatensis,2,herbivore,0.25
Hemigalus derbyanus,2,insectivore,0.37
Dasyprocta punctata,2,herbivore,0.25
Eulemur albifrons,2,herbivore,0.54
Pentalagus furnessi,2,herbivore,0.73
Lepus nigricollis,2,herbivore,0.25
Phalanger orientalis,2,herbivore,0.24
Lepus fagani,2,herbivore,0.26
Lepus insularis,2,herbivore,0.54
Lepus peguensis,2,herbivore,0.26
Eulemur cinereiceps,2,herbivore,0.77
Phataginus tetradactyla,2,insectivore,0.49
Leopardus tigrinus,2,carnivore,0.45
Arctogalidia trivirgata,2,carnivore,0.23
Rhynchogale melleri,2,omnivore,0.26
Dasyprocta coibae,2,herbivore,0.37
Genetta johnstoni,2,carnivore,0.32
Genetta maculata,2,carnivore,0.21
Lepus capensis,2,herbivore,0.25
Didelphis virginiana,2,carnivore,0.26
Pronolagus crassicaudatus,2,herbivore,0.25
Nandinia binotata,2,herbivore,0.21
Eulemur flavifrons,2,herbivore,0.77
Eulemur macaco,2,herbivore,0.41
Sylvilagus aquaticus,2,herbivore,0.27
Herpestes urva,2,carnivore,0.24
Lepus coreanus,2,herbivore,0.26
Pronolagus rupestris,2,herbivore,0.26
Vulpes velox,2,carnivore,0.22
Lepus tibetanus,2,herbivore,0.26
Genetta tigrina,2,carnivore,0.22
Mallomys gunung,2,herbivore,0.74
Martes gwatkinsii,2,carnivore,0.54
Prolemur simus,2,herbivore,0.77
Lepus habessinicus,2,herbivore,0.26
Lepus comus,2,herbivore,0.26
Phalanger sericeus,2,herbivore,0.24
Ratufa bicolor,2,herbivore,0.35
Atherurus macrourus,2,herbivore,0.24
Melogale orientalis,2,omnivore,0.22
Mallomys istapantap,2,herbivore,0.25
Lagostrophus fasciatus,2,herbivore,0.53
Melogale everetti,2,omnivore,0.68
Conepatus chinga,2,insectivore,0.25
Urocyon littoralis,2,herbivore,0.39
Petaurista xanthotis,2,herbivore,0.23
Dorcopsulus vanheurni,2,herbivore,0.38
Tragulus javanicus,2,herbivore,0.44
Lepus hainanus,2,herbivore,0.74
Petropseudes dahli,2,herbivore,0.24
Genetta cristata,2,carnivore,0.40
Phalanger matabiru,2,herbivore,0.51
Genetta angolensis,2,carnivore,0.20
Phalanger alexandrae,2,herbivore,0.70
Fossa fossana,2,insectivore,0.46
Phalanger vestitus,2,herbivore,0.24
Phalanger mimicus,2,herbivore,0.23
Melogale personata,2,omnivore,0.25
Genetta bourloni,2,carnivore,0.46
Phloeomys cumingi,2,herbivore,0.26
Phalanger carmelitae,2,herbivore,0.24
Potorous longipes,2,herbivore,0.50
Lepus mandshuricus,2,herbivore,0.26
Oryctolagus cuniculus,2,herbivore,0.74
Liberiictis kuhni,2,insectivore,0.54
Genetta poensis,2,carnivore,0.35
Genetta pardina,2,carnivore,0.17
Phataginus tricuspis,2,insectivore,0.68
Genetta genetta,2,carnivore,0.17
Wyulda squamicaudata,2,herbivore,0.37
Phalanger ornatus,2,herbivore,0.24
Eulemur mongoz,2,herbivore,0.75
Anomalurus pelii,2,herbivore,0.40
Eulemur rubriventer,2,herbivore,0.42
Pseudochirops cupreus,2,herbivore,0.23
Bunolagus monticularis,2,herbivore,0.92
Trichys fasciculata,2,herbivore,0.24
Phalanger intercastellanus,2,herbivore,0.25
Phloeomys pallidus,2,herbivore,0.25
Herpestes smithii,2,carnivore,0.23
Eulemur coronatus,2,herbivore,0.61
Mustela eversmanii,2,carnivore,0.25
Petaurista philippensis,2,herbivore,0.22
Martes foina,2,carnivore,0.22
Paracynictis selousi,2,insectivore,0.25
Mallomys aroaensis,2,herbivore,0.26
Bettongia gaimardi,2,herbivore,0.38
Genetta piscivora,2,carnivore,0.34
Bdeogale omnivora,2,insectivore,0.39
Bdeogale crassicauda,2,insectivore,0.24
Mungos gambianus,2,insectivore,0.26
Phalanger lullulae,2,herbivore,0.72
Hapalemur alaotrensis,2,herbivore,0.80
Biswamoyopterus biswasi,2,herbivore,0.88
Petaurista alborufus,2,herbivore,0.22
Dolichotis salinicola,2,herbivore,0.25
Lepus sinensis,2,herbivore,0.26
Conepatus semistriatus,2,insectivore,0.25
Lepus tolai,2,herbivore,0.26
Potorous gilbertii,2,herbivore,0.90
Lepus americanus,2,herbivore,0.26
Hapalemur aureus,2,herbivore,0.80
Isoodon macrourus,2,insectivore,0.26
Lagidium viscacia,2,herbivore,0.24
Petaurista petaurista,2,herbivore,0.22
Dasypus septemcinctus,2,insectivore,0.23
Herpestes semitorquatus,2,carnivore,0.35
Nesolagus netscheri,2,herbivore,0.44
Nesolagus timminsi,2,herbivore,0.75
Crossarchus alexandri,2,insectivore,0.22
Geocapromys brownii,2,herbivore,0.74
Dasypus hybridus,2,insectivore,0.35
Mustela strigidorsa,2,carnivore,0.22
Cabassous chacoensis,1,insectivore,0.34
Ornithorhynchus anatinus,1,insectivore,0.32
Petaurista magnificus,1,herbivore,0.24
Tolypeutes tricinctus,1,insectivore,0.46
Lepus yarkandensis,1,herbivore,0.39
Bettongia lesueur,1,herbivore,0.39
Zaedyus pichiy,1,insectivore,0.40
Phalanger matanim,1,herbivore,0.89
Aeromys thomasi,1,herbivore,0.24
Genetta abyssinica,1,carnivore,0.39
Galidictis grandidieri,1,carnivore,0.71
Genetta thierryi,1,carnivore,0.22
Petrogale concinna,1,herbivore,0.70
Herpestes brachyurus,1,carnivore,0.37
Pseudochirops coronatus,1,herbivore,0.51
Callicebus personatus,1,herbivore,0.42
Prionailurus rubiginosus,1,carnivore,0.35
Callicebus melanochir,1,herbivore,0.42
Phalanger rothschildi,1,herbivore,0.24
Felis nigripes,1,carnivore,0.52
Lagorchestes hirsutus,1,herbivore,0.53
Sylvilagus palustris,1,herbivore,0.26
Rheithrosciurus macrotis,1,herbivore,0.50
Herpestes fuscus,1,carnivore,0.25
Nasuella olivacea,1,herbivore,0.34
Sylvilagus dicei,1,herbivore,0.54
Mungos mungo,1,insectivore,0.25
Ratufa macroura,1,herbivore,0.34
Herpestes edwardsii,1,carnivore,0.25
Martes martes,1,carnivore,0.23
Cricetomys emini,1,herbivore,0.26
Mysateles prehensilis,1,herbivore,0.39
Sylvilagus varynaensis,1,herbivore,0.44
Miopithecus ogouensis,1,herbivore,0.28
Cricetomys gambianus,1,herbivore,0.26
Macrotis lagotis,1,insectivore,0.54
Plagiodontia aedium,1,herbivore,0.73
Petrogale burbidgei,1,herbivore,0.38
Petauroides volans,1,herbivore,0.50
Bettongia tropica,1,herbivore,0.74
Hypogeomys antimena,1,herbivore,0.69
Miopithecus talapoin,1,omnivore,0.40
Crossarchus platycephalus,1,omnivore,0.26
Crossarchus obscurus,1,insectivore,0.25
Cynocephalus volans,1,herbivore,0.23
Bassaricyon gabbii,1,herbivore,0.20
Bassaricyon alleni,1,herbivore,0.20
Tolypeutes matacus,1,insectivore,0.28
Sylvilagus cognatus,1,herbivore,0.75
Sylvilagus robustus,1,herbivore,0.54
Vulpes zerda,1,omnivore,0.24
Otolemur crassicaudatus,1,herbivore,0.21
Echymipera echinista,1,insectivore,0.45
Echymipera clara,1,insectivore,0.26
Hapalemur griseus,1,herbivore,0.46
Hapalemur meridionalis,1,herbivore,0.45
Aeromys tephromelas,1,herbivore,0.41
Bettongia penicillata,1,herbivore,0.92
Sylvilagus floridanus,1,herbivore,0.26
Genetta servalina,1,carnivore,0.23
Mallomys rothschildi,1,herbivore,0.26
Ratufa affinis,1,herbivore,0.36
Mysateles melanurus,1,herbivore,0.54
Dasypus sabanicola,1,insectivore,0.36
Petaurista leucogenys,1,herbivore,0.23
Didelphis aurita,1,carnivore,0.26
Prionodon pardicolor,1,carnivore,0.25
Nycticebus bengalensis,1,omnivore,0.42
Didelphis marsupialis,1,carnivore,0.26
Martes zibellina,1,carnivore,0.23
Cynomys ludovicianus,1,herbivore,0.25
Pseudochirops corinnae,1,herbivore,0.36
Pseudochirops archeri,1,herbivore,0.38
Dasyurus geoffroii,1,insectivore,0.40
Neovison vison,1,carnivore,0.26
Echymipera rufescens,1,insectivore,0.26
Pseudochirulus herbertensis,1,herbivore,0.24
Conepatus humboldtii,1,insectivore,0.26
Avahi laniger,1,herbivore,0.44
Dasyurus viverrinus,1,insectivore,0.74
Acerodon jubatus,1,herbivore,0.61
Perodicticus potto,1,herbivore,0.19
Ratufa indica,1,herbivore,0.23
Mesocapromys auritus,1,herbivore,0.73
Sylvilagus obscurus,1,herbivore,0.39
Aotus nigriceps,1,herbivore,0.19
Potorous tridactylus,1,herbivore,0.37
Callicebus barbarabrownae,1,herbivore,0.76
Crateromys schadenbergi,1,herbivore,0.74
Callicebus coimbrai,1,herbivore,0.57
Callicebus nigrifrons,1,herbivore,0.30
Petaurista elegans,1,herbivore,0.24
Mephitis macroura,1,omnivore,0.25
Didelphis imperfecta,1,omnivore,0.26
Didelphis albiventris,1,carnivore,0.26
Didelphis pernigra,1,carnivore,0.25
Chaetophractus vellerosus,1,omnivore,0.24
Pteropus neohibernicus,1,herbivore,0.20
Bassariscus astutus,1,herbivore,0.23
Mesocapromys angelcabrerai,1,herbivore,0.74
Solomys ponceleti,1,herbivore,0.92
Hapalemur occidentalis,1,herbivore,0.44
Galictis cuja,1,carnivore,0.27
Cavia tschudii,1,herbivore,0.26
Martes melampus,1,omnivore,0.25
Ondatra zibethicus,1,herbivore,0.26
Hemibelideus lemuroides,1,herbivore,0.36
Vulpes cana,1,herbivore,0.26
Pseudochirulus cinereus,1,herbivore,0.38
Xenuromys barbatus,1,herbivore,0.26
Sylvilagus brasiliensis,1,herbivore,0.75
Myoprocta pratti,1,herbivore,0.25
Sylvilagus graysoni,1,herbivore,0.74
Mesocapromys nanus,1,herbivore,0.92
Chironectes minimus,1,omnivore,0.26
Pteropus vampyrus,1,herbivore,0.29
Hyomys dammermani,1,herbivore,0.43
Aotus azarae,1,herbivore,0.20
Nycticebus coucang,1,omnivore,0.42
Cynomys leucurus,1,herbivore,0.26
Mustela putorius,1,carnivore,0.24
Mustela nigripes,1,carnivore,0.74
Bassariscus sumichrasti,1,herbivore,0.20
Atelerix algirus,1,omnivore,0.25
Solenodon paradoxus,1,omnivore,0.70
Lepilemur microdon,1,herbivore,0.67
Nycticebus pygmaeus,1,omnivore,0.44
Aotus trivirgatus,1,herbivore,0.19
Cynomys mexicanus,1,herbivore,0.74
Cynomys parvidens,1,herbivore,0.73
Pseudocheirus peregrinus,1,herbivore,0.26
Martes americana,1,carnivore,0.22
Saimiri ustus,1,herbivore,0.29
Tenrec ecaudatus,1,insectivore,0.26
Dasyurus spartacus,1,insectivore,0.39
Sylvilagus audubonii,1,herbivore,0.26
Pteropus melanopogon,1,herbivore,0.59
Aotus griseimembra,1,herbivore,0.43
Aotus zonalis,1,herbivore,0.35
Aotus brumbacki,1,herbivore,0.43
Aotus lemurinus,1,herbivore,0.43
Aotus vociferans,1,herbivore,0.19
Perameles gunnii,1,insectivore,0.54
Hyomys goliath,1,herbivore,0.26
Ctenomys conoveri,1,herbivore,0.26
Myoprocta acouchy,1,herbivore,0.25
Avahi unicolor,1,herbivore,0.62
Peroryctes raffrayana,1,insectivore,0.26
Avahi occidentalis,1,herbivore,0.62
Pteropus giganteus,1,herbivore,0.18
Echymipera davidi,1,insectivore,0.75
Sylvilagus transitionalis,1,herbivore,0.54
Sylvilagus mansuetus,1,herbivore,0.93
Ictonyx striatus,1,carnivore,0.25
Cynomys gunnisoni,1,herbivore,0.25
Aplodontia rufa,1,herbivore,0.25
Melogale moschata,1,omnivore,0.24
Nycticebus javanicus,1,omnivore,0.79
Nycticebus menagensis,1,omnivore,0.44
Sciurus pucheranii,1,herbivore,0.41
Sciurus gilvigularis,1,herbivore,0.40
Saguinus inustus,1,herbivore,0.22
Aotus miconax,1,herbivore,0.57
Kerodon rupestris,1,herbivore,0.26
Galidia elegans,1,carnivore,0.22
Kerodon acrobata,1,herbivore,0.43
Saimiri boliviensis,1,herbivore,0.19
Petinomys fuscocapillus,1,herbivore,0.23
Aotus nancymaae,1,herbivore,0.42
Crateromys heaneyi,1,herbivore,0.75
Pseudochirops albertisii,1,herbivore,0.37
Saimiri vanzolinii,1,herbivore,0.43
Echymipera kalubu,1,insectivore,0.25
Erinaceus europaeus,1,insectivore,0.25
Isoodon obesulus,1,insectivore,0.26
Erinaceus amurensis,1,insectivore,0.26
Erinaceus roumanicus,1,insectivore,0.26
Sciurus niger,1,herbivore,0.24
Pteropus conspicillatus,1,herbivore,0.20
Sylvilagus nuttallii,1,herbivore,0.26
Otolemur garnettii,1,herbivore,0.23
Echinosorex gymnura,1,omnivore,0.25
Lophiomys imhausi,1,herbivore,0.26
Lepilemur septentrionalis,1,herbivore,0.86
Strigocuscus celebensis,1,herbivore,0.51
Herpestes javanicus,1,carnivore,0.26
Strigocuscus pelengensis,1,herbivore,0.24
Herpestes flavescens,1,insectivore,0.21
Saimiri sciureus,1,herbivore,0.18
Uromys anak,1,herbivore,0.26
Trogopterus xanthipes,1,herbivore,0.38
Monodelphis scalops,1,omnivore,0.26
Lepilemur ruficaudatus,1,herbivore,0.51
Pteropus livingstonii,1,herbivore,0.79
Geocapromys ingrahami,1,herbivore,0.54
Sciurus griseus,1,herbivore,0.24
Pteropus chrysoproctus,1,herbivore,0.43
Suricata suricatta,1,insectivore,0.25
Dactylomys boliviensis,1,herbivore,0.26
Perameles nasuta,1,insectivore,0.26
Erinaceus concolor,1,insectivore,0.26
Mesembriomys gouldii,1,herbivore,0.54
Lepilemur ankaranensis,1,herbivore,0.69
Lepilemur edwardsi,1,herbivore,0.68
Salanoia concolor,1,omnivore,0.54
Sylvilagus bachmani,1,herbivore,0.27
Rhynchomeles prattorum,1,insectivore,0.75
Pteropus poliocephalus,1,herbivore,0.45
Crossarchus ansorgei,1,insectivore,0.26
Sciurus igniventris,1,herbivore,0.24
Sciurus nayaritensis,1,herbivore,0.24
Cynictis penicillata,1,insectivore,0.23
Paraxerus lucifer,1,herbivore,0.42
Prionodon linsang,1,carnivore,0.26
Lepilemur mustelinus,1,herbivore,0.37
Spermophilus fulvus,1,herbivore,0.27
Paraxerus vexillarius,1,herbivore,0.24
Potamogale velox,1,insectivore,0.24
Anomalurus derbianus,1,herbivore,0.24
Bathyergus suillus,1,herbivore,0.24
Pteropus rayneri,1,herbivore,0.31
Mungotictis decemlineata,1,insectivore,0.67
Leontopithecus chrysopygus,1,omnivore,0.60
Lepilemur leucopus,1,herbivore,0.73
Orthogeomys cavator,1,herbivore,0.25
Dactylomys dactylinus,1,herbivore,0.26
Sciurus oculatus,1,herbivore,0.23
Saimiri oerstedii,1,herbivore,0.44
Sciurus arizonensis,1,herbivore,0.43
Uromys caudimaculatus,1,herbivore,0.26
Pteropus alecto,1,herbivore,0.19
Pseudochirulus forbesi,1,herbivore,0.25
Protoxerus stangeri,1,herbivore,0.24
Echimys saturnus,1,herbivore,0.44
Hydromys neobritannicus,1,omnivore,0.44
Hydromys chrysogaster,1,omnivore,0.26
Echimys chrysurus,1,herbivore,0.26
Xerus princeps,1,herbivore,0.25
Sciurus aberti,1,herbivore,0.22
Aproteles bulmerae,1,herbivore,0.86
Tachyoryctes macrocephalus,1,herbivore,0.74
Orthogeomys heterodus,1,herbivore,0.26
Uromys neobritannicus,1,herbivore,0.39
Leontopithecus caissara,1,omnivore,0.80
Dasyurus albopunctatus,1,insectivore,0.40
Xerus erythropus,1,herbivore,0.26
Spermophilopsis leptodactylus,1,herbivore,0.25
Kannabateomys amblyonyx,1,herbivore,0.26
Spermophilus relictus,1,herbivore,0.25
Uromys siebersi,1,herbivore,0.44
Sciurus aureogaster,1,herbivore,0.24
Leontopithecus rosalia,1,omnivore,0.57
Toromys grandis,1,herbivore,0.26
Bandicota indica,1,herbivore,0.26
Leopoldamys siporanus,1,omnivore,0.54
Leontopithecus chrysomelas,1,omnivore,0.61
Cavia intermedia,1,herbivore,0.93
Petaurus australis,1,omnivore,0.35
Poiana leightoni,1,omnivore,0.45
Poiana richardsonii,1,herbivore,0.26
Mustela nudipes,1,carnivore,0.23
Spilogale putorius,1,omnivore,0.53
Mustela lutreola,1,carnivore,0.93
Cannomys badius,1,herbivore,0.25
Pteralopex anceps,1,herbivore,0.63
Uromys boeadii,1,herbivore,0.93
Xerus inauris,1,herbivore,0.25
Callimico goeldii,1,omnivore,0.47
Saguinus mystax,1,herbivore,0.21
Galidictis fasciata,1,carnivore,0.50
Pseudochirulus larvatus,1,herbivore,0.25
Solomys sapientis,1,herbivore,0.75
Vormela peregusna,1,carnivore,0.55
Pteropus voeltzkowi,1,herbivore,0.43
Microperoryctes longicauda,1,insectivore,0.27
Saguinus midas,1,herbivore,0.22
Sciurus carolinensis,1,herbivore,0.21
Atelerix sclateri,1,omnivore,0.25
Rhynchocyon chrysopygus,1,insectivore,0.76
Lutreolina crassicaudata,1,carnivore,0.25
Cuscomys ashaninka,1,herbivore,0.43
Mustela africana,1,carnivore,0.25
Hypsiprymnodon moschatus,1,insectivore,0.25
Hylopetes nigripes,1,herbivore,0.36
Mustela sibirica,1,carnivore,0.25
Parahydromys asper,1,insectivore,0.26
Pteropus caniceps,1,herbivore,0.44
Dasyurus hallucatus,1,omnivore,0.75
Cavia aperea,1,herbivore,0.27
Epixerus ebii,1,herbivore,0.24
Callistomys pictus,1,herbivore,0.75
Anisomys imitator,1,herbivore,0.27
Pteropus tonganus,1,herbivore,0.20
Philander opossum,1,carnivore,0.26
Eoglaucomys fimbriatus,1,herbivore,0.22
Saguinus labiatus,1,herbivore,0.21
Lepilemur dorsalis,1,herbivore,0.49
Phyllomys thomasi,1,herbivore,0.75
Orthogeomys hispidus,1,herbivore,0.25
Chinchilla chinchilla,0,herbivore,0.72
Orthogeomys cuniculus,0,herbivore,0.44
Orthogeomys grandis,0,herbivore,0.26
Aeretes melanopterus,0,herbivore,0.36
Mustela lutreolina,0,carnivore,0.25
Sciurus colliaei,0,herbivore,0.24
Pteropus seychellensis,0,herbivore,0.19
Rattus palmarum,0,herbivore,0.54
Pteralopex atrata,0,herbivore,0.64
Ctenomys peruanus,0,herbivore,0.26
Saguinus geoffroyi,0,herbivore,0.34
Sciurus variegatoides,0,herbivore,0.22
Helogale hirtula,0,insectivore,0.26
Sciurus pyrrhinus,0,herbivore,0.42
Chinchilla lanigera,0,herbivore,0.73
Saguinus niger,0,herbivore,0.46
Romerolagus diazi,0,herbivore,0.75
Rhizomys sinensis,0,herbivore,0.25
Zygogeomys trichopus,0,herbivore,0.74
Myrmecobius fasciatus,0,insectivore,0.74
Spalax arenarius,0,herbivore,0.73
Spalax microphthalmus,0,herbivore,0.25
Acerodon mackloti,0,herbivore,0.47
Philander frenatus,0,carnivore,0.26
Spilogale gracilis,0,omnivore,0.25
Pteropus niger,0,herbivore,0.58
Saguinus bicolor,0,herbivore,0.85
Pteropus dasymallus,0,herbivore,0.43
Sciurus alleni,0,herbivore,0.24
Ctenomys boliviensis,0,herbivore,0.26
Acerodon humilis,0,herbivore,0.61
Acerodon leucotis,0,herbivore,0.45
Saguinus martinsi,0,herbivore,0.33
Cavia magna,0,herbivore,0.26
Pteropus mariannus,0,herbivore,0.61
Saguinus leucopus,0,herbivore,0.63
Pseudochirulus caroli,0,herbivore,0.25
Pteropus aruensis,0,herbivore,0.79
Pteropus rennelli,0,herbivore,0.61
Pteropus ualanus,0,herbivore,0.46
Pteropus rufus,0,herbivore,0.43
Pteropus keyensis,0,herbivore,0.34
Pteropus intermedius,0,herbivore,0.33
Crateromys paulus,0,herbivore,0.44
Saguinus nigricollis,0,herbivore,0.32
Atelerix albiventris,0,omnivore,0.27
Galea flavidens,0,herbivore,0.26
Pteropus cognatus,0,herbivore,0.46
Neotoma magister,0,herbivore,0.40
Cheirogaleus major,0,herbivore,0.42
Saguinus oedipus,0,herbivore,0.80
Crateromys australis,0,herbivore,0.44
Bullimus luzonicus,0,herbivore,0.25
Isothrix negrensis,0,herbivore,0.26
Isothrix bistriata,0,herbivore,0.25
Mico mauesi,0,herbivore,0.22
Phyllomys unicolor,0,herbivore,0.92
Makalata macrura,0,herbivore,0.26
Pteropus hypomelanus,0,herbivore,0.21
Chrysospalax trevelyani,0,insectivore,0.70
Anomalurus beecrofti,0,herbivore,0.24
